No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
6,26,43.4867,17.0391,2.63699,2.8178,653.006,204.294,18.462,-3.73902,28782.5,374.811,1,1,2,3,4,0
6,27,43.669,17.6884,2.62704,2.28428,711.815,223.4,8.98325,-1.41709,24602.9,369.988,1,2,2,3,4,0
6,28,42.971,16.0403,2.14699,2.42378,529.367,230.01,7.01714,11.3702,17007.2,318.396,1,2,2,3,4,0
6,29,43.4115,15.9853,2.48968,2.06279,481.664,236.045,7.35118,9.47408,15311.1,323.834,1,2,2,3,4,0
6,30,43.2851,16.5343,2.76337,1.71321,593.987,180.012,5.60261,2.50177,18598.5,293.728,1,2,2,3,4,0
6,31,42.0164,15.9091,1.78768,1.08414,501.832,273.238,18.3007,3.0917,6133.46,301.284,1,2,2,3,4,0
6,32,42.9499,16.734,2.14974,1.48012,496.915,276.868,16.2069,5.42761,9917.24,314.26,1,2,2,3,4,0
6,33,42.7596,16.19,2.27423,1.57978,734.295,258.58,29.7492,12.9077,16438.8,350.42,1,2,2,3,4,0
6,34,44.3139,16.4231,3.49545,2.99988,719.595,123.248,12.6646,9.35169,41301.6,377.763,1,2,2,3,4,0
6,35,44.5832,15.9591,2.68131,3.00661,724.882,164.859,4.13461,18.2013,32765.8,355.16,1,2,3,3,4,0
6,36,43.2508,14.9516,2.35005,2.65869,560.54,182.515,13.1252,24.8263,22236,306.065,1,2,3,3,4,0
6,37,43.5077,14.3332,2.3822,2.51725,644.693,181.228,5.55434,21.9043,23187.5,327.675,1,2,3,4,5,0
6,38,44.0913,16.5954,2.55204,2.80569,534.901,151.611,-2.83378,-1.69349,22842.3,289.331,1,2,3,4,5,0
6,39,45.5176,17.2818,2.2599,1.92887,408.782,189.8,-8.6256,-2.50437,11884.4,253.651,1,2,2,3,4,0
6,40,45.0739,17.0214,2.69911,2.68305,268.534,203.031,1.90523,-10.9223,11421.1,268.58,1,2,2,3,4,0
6,41,44.7815,16.8047,3.61515,2.52353,590.097,162.953,-3.06573,-12.3428,31425.4,365.657,1,2,3,4,5,0
6,42,43.4104,16.2857,2.2643,2.16105,679.788,225.683,15.6989,0.0284274,20607.6,348.615,1,2,3,4,5,0
6,43,43.2335,15.0864,2.89181,3.3076,525.136,154.012,21.8938,21.1114,30579.1,347.118,1,2,3,4,5,0
6,44,46.9,17.8618,1.81854,2.17845,529.495,271.044,-8.68047,-9.1755,12511.3,339.669,1,2,3,4,5,0
6,45,42.2077,14.5975,2.90115,2.10878,294.542,190.852,24.304,8.09536,10840,262.74,1,2,3,4,5,0
6,46,43.4211,15.5145,1.7841,1.48778,478.397,216.742,13.5211,4.01675,8409.28,256.343,1,2,3,3,4,0
6,47,43.7595,15.9405,2.14188,1.96654,559.593,183.493,6.14482,-0.924648,14706,262.083,1,2,3,3,4,0
6,48,44.1007,16.7542,2.22905,2.77227,481.951,199.095,7.77415,-1.9364,17697.5,302.479,1,2,3,4,5,0
6,49,43.7559,14.6759,2.44489,3.03668,547.154,166.648,0.881652,14.0765,22620.7,306.095,1,2,3,3,4,0
6,50,43.3667,13.4836,1.52009,1.35935,759.34,248.757,5.48559,27.0193,9859.07,289.882,1,2,3,3,4,0
6,51,43.3073,15.1029,2.26357,2.58596,588.079,211.752,9.77506,7.44682,21035.5,333.769,1,2,2,3,4,0
6,52,43.6133,15.3407,2.31556,2.73172,709.238,156.638,15.2866,12.4718,29485.7,328.911,1,2,2,3,4,0
6,53,43.3915,14.4616,2.14788,2.35567,648.613,181.248,12.7005,18.8446,20384.8,305.787,1,2,2,3,4,0
6,54,43.9642,14.6307,2.42331,2.73709,574.024,172.313,3.70149,7.27476,22875,308.225,1,2,2,3,4,0
6,55,42.8377,15.4863,2.07827,2.251,450.538,224.027,15.5216,11.0553,13081.4,288.888,1,2,2,3,4,0
6,56,42.829,15.1248,2.05291,2.30578,554.735,148.226,17.6195,14.767,17802.1,258.669,1,2,2,3,4,0
6,57,43.1639,14.1813,3.22254,3.63851,423.892,93.8854,6.55774,21.4742,30741.9,285.095,1,2,2,3,4,0
6,58,42.1619,14.2664,1.97247,1.56962,431.365,241.911,14.5382,6.90409,8376.5,291.03,1,2,2,3,4,0
6,59,41.5552,13.5494,2.90541,3.29816,555.156,10.061,35.3225,28.2311,34973.2,260.965,1,2,3,4,5,0
6,60,43.7205,16.0044,2.35838,2.21178,574.194,224.068,5.58619,-6.70341,17694.1,312.704,1,2,3,4,5,0
6,61,43.3784,15.2673,1.96277,2.5325,576.719,205.585,14.0995,7.36456,17650.4,299.639,1,2,3,4,5,0
6,62,42.25,13.9711,2.15932,2.31871,404.91,245.962,20.9067,16.2748,11330.5,308.734,1,1,2,3,4,0
6,63,42.1555,13.9565,1.82391,1.84385,473.836,250.335,29.5584,18.0779,9993.41,304.775,1,1,2,3,4,0
6,64,42.8915,13.7269,1.16127,2.10281,545.501,264.146,29.6298,27.5658,8484.74,306.42,1,1,2,3,4,0
6,65,42.9256,14.2257,1.17732,3.34499,437.733,234.276,18.1915,23.8365,10048.1,279.87,1,2,2,3,4,0
6,66,43.9237,15.4411,2.27979,3.09844,649.456,173.877,12.7231,7.94137,29551.3,352.136,1,2,2,3,4,0
6,67,44.6762,15.4981,2.54497,3.24,657.213,127.953,-2.66723,-5.64653,31207.1,315.728,1,2,2,3,4,0
6,68,43.9178,14.3505,3.55067,3.39022,560.341,118.247,5.73682,14.0213,35583.3,343.864,1,2,2,3,4,0
6,69,43.7475,13.9171,3.3958,2.67884,537.986,148.29,8.23224,14.2421,26981,307.29,1,2,2,3,4,0
6,70,43.2419,14.534,3.94527,2.46645,483.823,147.881,12.156,2.10017,25379.6,298.527,1,2,2,3,4,0
6,71,42.7132,15.5408,2.90623,2.07438,565.239,184.24,16.3847,-9.48291,20489.8,300.355,1,2,2,3,4,0
6,72,43.1911,14.9796,2.64942,2.83441,746.559,144.964,12.3499,4.81581,33265.7,342.26,1,2,2,3,4,0
6,73,42.6786,13.6436,2.48493,2.90923,786.775,159.091,18.4336,32.7051,33773.9,374.751,1,2,2,3,4,0
6,74,43.4842,13.4061,2.62721,2.51657,776.648,157.989,10.5909,23.187,32510.2,346.189,1,2,2,3,4,0
6,75,42.041,13.4776,2.89399,2.52661,695.103,155.394,31.1629,24.1805,31783,360.562,1,1,2,3,4,0
6,76,42.1601,13.2233,2.56672,2.4009,762.534,188.022,22.6316,21.3167,28232,368.249,1,1,2,3,4,0
6,77,42.8216,13.8063,2.81123,2.42092,637.469,165.843,8.02723,10.9014,26042.4,312.053,1,1,2,3,4,0
6,78,42.5731,14.2031,2.53178,1.91465,657.704,182.58,12.3578,8.59441,19627.1,294.722,1,2,2,3,4,0
6,79,42.248,12.907,2.3179,2.85908,752.972,164.921,23.4271,16.9174,29968.2,348.065,1,2,2,3,4,0
6,80,43.2952,13.6497,2.92763,3.36714,679.029,137.307,6.8565,13.4998,36065.2,360.757,1,2,2,3,4,0
6,81,42.9939,14.0395,4.10619,2.90084,565.608,94.029,12.824,12.5776,34913.1,316.97,1,2,2,3,4,0
6,82,43.1569,13.2031,2.45126,1.62072,662.959,235.126,1.44343,21.3246,16316,319.976,1,2,2,3,4,0
6,83,42.6581,13.4983,2.75519,2.68942,531.59,135.019,11.8015,5.52887,23452,276.503,1,2,3,4,5,0
6,84,41.529,12.1683,1.85009,1.50659,463.642,247.444,17.107,21.5196,6811.27,283.189,1,2,3,4,5,0
6,85,43.3561,13.475,2.71438,2.62595,530.943,136.958,9.71966,-0.461738,22897.8,286.213,1,1,2,3,4,0
6,86,43.5578,13.5313,2.52019,3.40416,753.255,114.158,1.69914,-2.41255,38705,352.686,1,1,2,3,4,0
6,87,42.8588,12.7384,2.52712,2.819,1103.66,181.939,8.91967,12.0089,46951,458.426,1,1,2,3,4,0
6,88,43.0321,13.3443,2.71445,2.58103,943.201,133.633,7.78934,13.4369,39404,378.864,1,1,2,2,3,0
6,89,43.135,13.677,2.39697,2.55327,947.235,169.386,6.87727,11.4882,35726.7,372.586,1,1,2,2,3,0
6,90,43.319,12.9875,2.35,2.65268,765.588,201.739,13.9502,26.7393,28984.1,366.213,1,1,2,2,3,0
6,91,42.8807,12.4638,2.51581,2.64902,785.128,185.829,22.7975,36.9125,33910.3,384.349,1,1,2,3,4,0
6,92,42.5292,12.5603,2.69769,2.5645,952.502,138.453,16.4261,21.5824,39445.5,391.704,1,1,2,3,4,0
