Method,SimplevbSPT

Model,1
Name,Lower bound,lnZs,kl,kl pi, kl diffusion, kl b
Value,40426.7,42745.8,2319.09,0,2319.09,0
Prior name,0
wa1,None
wa2,None
wpi,1422
n,25244
c,503.556
wb[0],30932
,Diffusion coefficient[um/s],,Initial Probability,
State,Average,Std,Average,Std
1,0.124677,0.000784739,1,0
Transition Probability,1(Ave),1(Std)
1,1,0

Model,2
Name,Lower bound,lnZs,kl,kl pi, kl diffusion, kl b
Value,52536.6,56026.9,3490.29,117.034,2932.07,441.187
Prior name,0,1
wa1,None
wa2,None
wpi,917.866,1215.14
n,11424.6,14530.4
c,21.3546,482.907
wb[0],16689.6,1620.49
wb[1],1638.24,19515.6
,Diffusion coefficient[um/s],,Initial Probability,
State,Average,Std,Average,Std
1,0.0116834,0.000109317,0.430317,0.010718
2,0.207728,0.0017234,0.569683,0.010718
Transition Probability,1(Ave),1(Std),2(Ave),2(Std)
1,0.911497,0.00209893,0.0885027,0.00209893
2,0.077444,0.00183774,0.922556,0.00183774

Model,3
Name,Lower bound,lnZs,kl,kl pi, kl diffusion, kl b
Value,52837.9,57218.8,4380.92,143.267,3538.17,699.483
Prior name,0,1,2
wa1,None
wa2,None
wpi,824.175,880.251,1139.57
n,6884.67,7707.83,12073.5
c,7.01239,36.113,461.845
wb[0],12404.3,1168.02,1011.98
wb[1],1190.96,12826.1,1342.22
wb[2],997.298,1365.47,17111.7
,Diffusion coefficient[um/s],,Initial Probability,
State,Average,Std,Average,Std
1,0.00636686,7.67445e-05,0.289794,0.00850542
2,0.0292865,0.000333625,0.309512,0.00866713
3,0.239101,0.00217621,0.400694,0.00918734
Transition Probability,1(Ave),1(Std),2(Ave),2(Std),3(Ave),3(Std)
1,0.850524,0.00295238,0.0800877,0.0022475,0.0693886,0.00210412
2,0.0775402,0.00215793,0.835072,0.0029944,0.087388,0.0022786
3,0.0512106,0.00157951,0.0701163,0.0018297,0.878673,0.00233964

Model,4
Name,Lower bound,lnZs,kl,kl pi, kl diffusion, kl b
Value,52172.5,57075.3,4902.84,150.9,3847.92,904.016
Prior name,0,1,2,3
wa1,None
wa2,None
wpi,781.279,791.832,859.784,1122.11
n,4434.97,4681.61,6619.67,11640.7
c,3.52705,7.7036,37.335,457.117
wb[0],10052,974.075,964.508,903.806
wb[1],982.719,10148.8,1024.35,969.718
wb[2],968.382,1040.55,11740,1257.9
wb[3],893.614,969.411,1274.11,16630.1
,Diffusion coefficient[um/s],,Initial Probability,
State,Average,Std,Average,Std
1,0.00497163,7.46709e-05,0.219769,0.00694407
2,0.0102866,0.000150372,0.222738,0.0069775
3,0.0352554,0.000433384,0.241852,0.00718077
4,0.245452,0.00227517,0.315641,0.00779396
Transition Probability,1(Ave),1(Std),2(Ave),2(Std),3(Ave),3(Std),4(Ave),4(Std)
1,0.779564,0.00365048,0.0755425,0.00232714,0.0748005,0.00231661,0.0700929,0.00224822
2,0.0748706,0.00229711,0.773207,0.003655,0.0780421,0.00234123,0.0738801,0.00228308
3,0.0645296,0.00200556,0.0693384,0.0020736,0.78231,0.00336861,0.0838218,0.00226209
4,0.0452068,0.00147765,0.0490413,0.00153595,0.0644556,0.00174654,0.841296,0.00259887

Model,5
Name,Lower bound,lnZs,kl,kl pi, kl diffusion, kl b
Value,51447.8,56701.9,5254.15,154.388,4030.6,1069.16
Prior name,0,1,2,3,4
wa1,None
wa2,None
wpi,763.285,769.118,769.285,847.656,1116.66
n,3614.74,3360.46,3369.23,6193.21,11550.3
c,2.70705,5.1079,5.15918,37.0509,456.368
wb[0],9277.39,882.276,882.308,899.846,860.971
wb[1],886.255,8914.06,891.619,940.193,910.317
wb[2],886.333,891.659,8921.04,940.864,911.081
wb[3],901.405,948.235,949.018,11292.7,1211.75
wb[4],854.098,909.137,909.97,1226.04,16493.5
,Diffusion coefficient[um/s],,Initial Probability,
State,Average,Std,Average,Std
1,0.00468188,7.78937e-05,0.178923,0.00586764
2,0.00950283,0.000163977,0.18029,0.00588511
3,0.00957323,0.000164976,0.180329,0.00588561
4,0.0373967,0.000475275,0.1987,0.00610851
5,0.246967,0.00229816,0.261757,0.00672957
Transition Probability,1(Ave),1(Std),2(Ave),2(Std),3(Ave),3(Std),4(Ave),4(Std),5(Ave),5(Std)
1,0.724638,0.00394769,0.0689128,0.0022386,0.0689153,0.00223863,0.0702851,0.00225911,0.0672487,0.00221338
2,0.0706605,0.00228806,0.710712,0.00404859,0.0710882,0.00229444,0.0749609,0.0023512,0.0725789,0.00231652
3,0.0706187,0.00228665,0.0710429,0.00229299,0.710785,0.00404691,0.0749634,0.00235043,0.0725904,0.0023159
4,0.0589035,0.0019032,0.0619637,0.00194884,0.0620149,0.00194959,0.737934,0.00355476,0.0791836,0.00218273
5,0.0418825,0.00140274,0.0445814,0.00144519,0.0446223,0.00144582,0.0601214,0.00166457,0.808792,0.00275374

Suitable Model,3
