No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
1,1,191.669488940126,0.5,3.181980515339464,3.181980515339464,1533.0,0.0,0.0,0.0,29991.0,769.0,1,1,1,1,1,0
1,2,191.59719804630745,0.5,3.181980515339464,3.181980515339464,1416.0,0.0,0.0,0.0,28308.0,725.8461538461538,1,2,3,4,5,0
1,3,191.39285464420402,3.320847596300303,3.181980515339464,3.181980515339464,1510.0,0.0,0.0,0.0,32269.0,504.203125,1,2,3,4,5,0
1,4,191.38438868024198,1.0916920562288837,3.181980515339464,3.181980515339464,1406.0,0.0,0.0,0.0,27127.0,565.1458333333334,1,1,1,1,1,0
1,5,191.69735247234087,0.5,3.181980515339464,3.181980515339464,1253.0,0.0,0.0,0.0,23913.0,613.1538461538462,1,1,1,1,1,0
1,6,191.55743248836183,0.5,3.181980515339464,3.181980515339464,1198.0,0.0,0.0,0.0,26026.0,667.3333333333334,1,1,1,1,1,0
1,7,191.23981276811253,0.5,3.181980515339464,3.181980515339464,1162.0,0.0,0.0,0.0,23306.0,597.5897435897435,1,1,1,1,1,0
1,8,191.0734131540984,0.5,3.181980515339464,3.181980515339464,1292.0,0.0,0.0,0.0,24117.0,618.3846153846154,1,1,3,4,5,0
1,9,192.1018526814668,0.5,3.181980515339464,3.181980515339464,1680.0,0.0,0.0,0.0,31395.0,805.0,1,2,3,4,5,0
1,10,192.14225846470308,3.3658678114829987,3.181980515339464,3.181980515339464,1490.0,0.0,0.0,0.0,38954.0,608.65625,1,1,2,2,4,0
1,11,191.94163126858467,3.08377213801063,3.181980515339464,3.181980515339464,1237.0,0.0,0.0,0.0,38696.0,604.625,1,1,2,3,4,0
1,12,192.30553507493144,3.322728882814678,3.181980515339464,3.181980515339464,1452.0,0.0,0.0,0.0,40946.0,639.78125,1,1,2,3,4,0
1,13,191.78459821372113,2.2307537258800796,3.181980515339464,3.181980515339464,1584.0,0.0,0.0,0.0,36335.0,637.4561403508771,1,1,2,3,4,0
1,14,192.02955282936472,3.297762201638456,3.181980515339464,3.181980515339464,1410.0,0.0,0.0,0.0,37236.0,581.8125,1,1,2,2,3,0
1,15,192.43135115709617,3.5083697973496815,3.181980515339464,3.181980515339464,1545.0,0.0,0.0,0.0,47713.0,745.515625,1,1,1,2,3,0
1,16,192.32343509081088,3.159144353903498,3.181980515339464,3.181980515339464,1595.0,0.0,0.0,0.0,45313.0,708.015625,1,1,1,2,3,0
1,17,192.7186277201997,3.535972614550408,3.181980515339464,3.181980515339464,1557.0,0.0,0.0,0.0,42050.0,657.03125,1,1,2,2,3,0
1,18,193.23810652286733,3.565473054634782,3.181980515339464,3.181980515339464,1582.0,0.0,0.0,0.0,52475.0,819.921875,1,1,2,2,3,0
1,19,192.61235718657326,3.83651550273637,3.181980515339464,3.181980515339464,1289.0,0.0,0.0,0.0,35063.0,547.859375,1,2,3,4,5,0
1,20,192.02052320190384,2.7150487813298234,3.181980515339464,3.181980515339464,1453.0,0.0,0.0,0.0,37542.0,658.6315789473684,1,2,3,4,5,0
1,21,193.4239227584797,5.351792509213796,3.181980515339464,3.181980515339464,1630.0,0.0,0.0,0.0,50446.0,731.1014492753624,1,2,3,4,5,0
1,22,192.09792743550335,4.451110318205437,3.181980515339464,3.181980515339464,1412.0,0.0,0.0,0.0,48594.0,704.2608695652174,1,2,3,3,4,0
1,23,192.99988391528456,3.192084901103125,3.181980515339464,3.181980515339464,1325.0,0.0,0.0,0.0,43459.0,679.046875,1,2,2,3,4,0
1,24,192.1620338574013,2.44998329217574,3.181980515339464,3.181980515339464,1440.0,0.0,0.0,0.0,41106.0,721.1578947368421,1,2,2,3,4,0
1,25,191.98131523310295,2.383192953448722,3.181980515339464,3.181980515339464,1347.0,0.0,0.0,0.0,36647.0,642.9298245614035,1,2,2,3,4,0
1,26,191.36853536683105,3.1647659949927225,3.181980515339464,3.181980515339464,1664.0,0.0,0.0,0.0,42321.0,661.265625,1,2,2,3,4,0
1,27,191.0806931225429,1.007294450812494,3.181980515339464,3.181980515339464,1470.0,0.0,0.0,0.0,30790.0,641.4583333333334,1,1,2,3,4,0
1,28,191.3460027333989,1.1452528937705595,3.181980515339464,3.181980515339464,1552.0,0.0,0.0,0.0,37969.0,791.0208333333334,1,1,2,3,4,0
1,29,191.4935659739113,0.5,3.181980515339464,3.181980515339464,1466.0,0.0,0.0,0.0,29291.0,751.0512820512821,1,1,2,3,4,0
1,30,191.541821687216,1.4520904705065405,3.181980515339464,3.181980515339464,1297.0,0.0,0.0,0.0,29620.0,617.0833333333334,1,2,2,3,4,0
